Test ID,Component,Action/State,Description,Steps,Expected,Status,File
APP-283,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 283,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-284,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 284,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-285,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 285,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-286,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 286,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-287,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 287,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-288,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 288,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-289,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 289,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-290,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 290,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-291,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 291,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-292,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 292,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-293,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 293,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-294,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 294,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-295,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 295,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-296,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 296,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-297,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 297,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-298,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 298,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-299,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 299,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-300,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 300,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-301,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 301,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-302,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 302,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-303,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 303,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-304,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 304,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-305,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 305,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-306,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 306,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-307,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 307,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-308,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 308,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-309,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 309,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
APP-310,App Preview,Previews View,Check ContentView_Previews returns active simulator preview view 310,"1. Launch Xcode canvas.
2. Start canvas rendering.",Canvas correctly renders ContentView layout preview.,Pass,ContentView.swift
